SS,Site,Depth,Depth,Tide,Tide
SS,Site,Min,Max,Min,Max
G-24.6E,0016_R,14.3,15.9,-0.58,0.87
G-24.6E,0017_R,15.8,17.7,-0.58,0.87
G-24.6E,0018_R,20.1,21.5,-0.58,0.87
G-24.6E,0019_R,23.7,25.4,-0.58,0.87
G-24.6E,0020_R,25.3,27.2,-0.58,0.87
G-24.6E,0021_R,32.9,37.6,-0.58,0.87
G-24.6E,0022_R,30.2,33.2,-0.58,0.87
G-24.6E,0023_R,24.0,26.2,-0.58,0.87
G-24.6E,0024_R,17.8,19.6,-0.58,0.87
G-24.6E,0025_R,14.9,16.3,-0.58,0.87
G-24.6E,0026_R,27.2,29.1,-0.58,0.87
G-24.6E,0027_R,52.3,54.4,-0.58,0.87
G-24.6E,0028_R,59.8,62.2,-0.58,0.87
G-24.6E,0029_R,64.7,66.8,-0.58,0.87
G-24.6E,0030_R,40.1,42.3,-0.58,0.87
G-24.6E,0031_R,29.5,31.9,-0.58,0.87
G-24.6E,0032_R,14.7,16.6,-0.58,0.87
G-24.6E,0033_R,18.0,19.8,-0.58,0.87
G-24.6E,0034_R,28.9,30.8,-0.58,0.87
G-24.6E,0035_R,39.0,42.4,-0.58,0.87
G-24.6E,0036_R,58.4,61.9,-0.58,0.87
G-25.1,0028,13.3,19.9,-0.58,0.90
G-25.1,0029,5.8,11.0,-0.59,0.90
G-25.1,0030_R,6.6,8.8,-0.59,0.90
G-25.1,0077_R,21.4,23.5,-0.59,0.90
G-25.1,0078_R,22.0,24.6,-0.59,0.90
G-25.1,0093,16.2,19.1,-0.58,0.90
G-25.1,0094,17.6,20.9,-0.58,0.90
G-25.1,0095_R,18.8,21.5,-0.58,0.90
G-25.1,0096,18.0,20.1,-0.58,0.90
G-25.1,0097,18.6,21.1,-0.58,0.90
G-25.1,0098_R,20.6,23.3,-0.58,0.90
G-25.1,0099,17.3,19.9,-0.58,0.90
G-26.4E,0043,9.9,12.1,-0.55,0.78
G-26.4E,0044,8.0,9.6,-0.55,0.78
G-26.4E,0045,6.3,8.2,-0.57,0.78
G-26.4E,0046,7.7,9.9,-0.57,0.78
G-26.4E,0047,8.4,10.6,-0.57,0.78
G-26.4E,0100,11.4,13.4,-0.57,0.78
G-26.4E,0101,12.9,15.2,-0.55,0.78
G-26.4E,0102,11.7,14.2,-0.55,0.78
G-26.4E,0103,10.3,12.2,-0.55,0.78
G-26.5E,0032,15.4,18.7,-0.57,0.90
G-26.5E,0033,11.7,13.7,-0.57,0.90
G-26.5E,0034,10.0,12.3,-0.57,0.90
G-26.5E,0035,9.6,12.2,-0.57,0.90
G-26.5E,0036,8.1,10.2,-0.57,0.90
G-26.5E,0037,12.4,15.0,-0.57,0.90
G-26.5E,0038,5.4,7.2,-0.57,0.90
G-26.5E,0039,5.5,9.2,-0.57,0.90
G-26.5E,0040,11.8,14.1,-0.57,0.90
G-26.5E,0041,7.1,9.2,-0.57,0.90
G-26.5E,0042,5.7,8.7,-0.57,0.90
G-26.5E,0089,13.6,15.8,-0.57,0.90
G-26.5E,0090,14.9,16.9,-0.57,0.90
G-26.5E,0091,15.7,17.7,-0.57,0.90
G-26.5E,0092,15.9,18.8,-0.57,0.90
G-27.1,0024,0.8,1.1,-0.53,0.85
G-27.1,0027_R,1.0,2.8,-0.47,0.75
G-27.1,0036,0.3,11.0,-0.53,0.85
G-27.1,0037,0.6,9.5,-0.47,0.75
G-27.1,0041,0.9,10.0,-0.47,0.75
G-27.1,0070,0.3,5.0,-0.53,0.85
G-27.10E,0031,8.7,20.2,-0.59,0.90
G-27.10E,0075,19.1,21.2,-0.59,0.90
G-27.10E,0076,20.2,22.9,-0.59,0.90
G-27.10E,0089,17.7,20.4,-0.58,0.83
G-27.10E,0109,20.8,22.5,-0.57,0.82
G-27.10E,0110,19.8,21.6,-0.57,0.81
G-27.10E,0111,19.2,21.0,-0.57,0.81
G-27.10E,0112,18.1,19.5,-0.57,0.82
G-27.2,0049,0.9,9.5,-0.53,0.85
G-27.2,0051,0.3,0.8,-0.53,0.85
G-27.2,0053,0.4,0.8,-0.47,0.75
G-27.2,0055,1.4,12.5,-0.47,0.75
G-27.2,0073,1.0,4.8,-0.47,0.75
G-27.2,0074,0.8,1.1,-0.53,0.85
G-27.4E,0018,2.5,17.3,-0.58,0.86
G-27.5E,0012,3.2,20.1,-0.59,0.92
G-27.5E,0013,7.5,21.4,-0.59,0.90
G-27.5E,0014,7.5,18.4,-0.59,0.92
G-27.5E,0015,15.3,18.5,-0.59,0.92
G-27.5E,0023,11.9,14.0,-0.59,0.90
G-27.5E,0025,1.1,18.7,-0.59,0.90
G-27.5E,0042,1.3,1.5,-0.53,0.85
G-27.5E,0050,3.8,15.2,-0.59,0.90
G-27.5E,0051,9.0,17.6,-0.59,0.90
G-27.5E,0052,11.3,14.2,-0.59,0.90
G-27.5E,0053,14.6,16.6,-0.59,0.90
G-27.5E,0054,9.5,20.2,-0.59,0.90
G-27.5E,0055,17.8,21.2,-0.59,0.90
G-27.5E,0056,18.3,20.7,-0.59,0.90
G-27.5E,0087,10.1,12.8,-0.59,0.90
G-27.5E,0088,14.1,16.7,-0.59,0.90
G-27.5E,0104,14.5,15.3,-0.52,0.81
G-27.5E,0113,0.7,2.1,-0.54,0.74
G-27.5E,0114,4.2,6.3,-0.54,0.74
G-27.5E,0115,12.1,13.8,-0.54,0.74
G-27.5E,0116,13.0,15.2,-0.54,0.74
G-27.6E,0001,11.2,16.5,-0.59,0.92
G-27.6E,0002,3.5,16.1,-0.59,0.92
G-27.6E,0003,7.2,15.7,-0.59,0.90
G-27.6E,0004,16.5,21.6,-0.59,0.92
G-27.6E,0005,8.0,21.4,-0.59,0.90
G-27.6E,0006,17.6,20.1,-0.59,0.92
G-27.6E,0007,9.4,22.5,-0.59,0.90
G-27.6E,0008,18.8,21.4,-0.59,0.90
G-27.6E,0009,12.6,21.7,-0.59,0.92
G-27.6E,0010,18.3,21.3,-0.59,0.92
G-27.6E,0011,6.3,21.1,-0.59,0.92
G-27.6E,0026,15.0,21.0,-0.59,0.90
G-27.6E,0027,15.0,19.9,-0.59,0.90
G-27.7.1E,0058,7.1,19.8,-0.59,0.90
G-27.7.1E,0059,12.4,19.3,-0.59,0.90
G-27.7.1E,0060,9.5,17.7,-0.59,0.90
G-27.7.1E,0061,11.6,19.3,-0.59,0.90
G-27.7.1E,0062,16.5,21.8,-0.59,0.90
G-27.7.1E,0063,11.1,21.6,-0.59,0.90
G-27.7.1E,0064,16.3,21.5,-0.59,0.90
G-27.7.1E,0065,9.8,21.4,-0.59,0.90
G-27.7.1E,0067,15.4,23.6,-0.59,0.90
G-27.7.1E,0068,18.9,23.9,-0.59,0.90
G-27.7.1E,0069,20.3,24.0,-0.59,0.90
G-27.8E,0024,1.0,4.6,-0.59,0.90
G-27.9E,0070,17.1,23.8,-0.59,0.90
G-27.9E,0071,19.3,22.6,-0.59,0.90
G-27.9E,0073,18.9,23.7,-0.59,0.90
G-27.9E,0074,17.9,20.8,-0.59,0.90
G-27.9E,0105,20.1,23.8,-0.59,0.82
G-27.9E,0106,18.9,21.6,-0.59,0.81
G-27.9E,0107,18.8,21.9,-0.59,0.81
G-27.9E,0108,18.6,21.3,-0.59,0.82
G-28,0001,27.0,30.0,-0.54,0.82
G-28,0015,20.0,23.5,-0.54,0.82
G-28,0030,12.3,13.0,-0.54,0.82
MS01,0001,63.0,79.0,-1.42,1.77
MS01,0002,65.7,79.0,-1.42,1.77
MS01,0003,43.4,49.0,-1.42,1.77
MS01,0004,34.1,47.3,-1.42,1.77
MS01,0005,43.0,47.0,-1.42,1.77
MS01,0006,38.4,44.0,-1.42,1.77
MS01,0007,32.4,44.0,-1.42,1.77
MS01,0008,33.9,39.0,-1.42,1.77
MS01,0009,35.7,42.0,-1.42,1.77
MS01,0010,34.5,40.0,-1.42,1.77
MS01,0011,23.7,27.0,-1.42,1.77
MS01,0012,23.4,27.0,-1.42,1.77
MS01,0013,27.0,32.0,-1.42,1.77
MS01,0014,30.0,35.1,-1.42,1.77
MS01,0015,26.4,30.0,-1.42,1.77
MS01,0016,24.4,27.9,-1.42,1.76
MS01,0017,11.1,13.6,-1.42,1.76
MS01,0018,9.2,12.1,-1.42,1.76
MS01,0019,14.5,17.1,-1.42,1.76
MS01,0020,13.6,16.5,-1.42,1.76
MS01,0021,12.1,14.8,-1.35,1.76
MS01,0022,16.4,19.2,-1.35,1.76
MS01,0023,26.8,31.1,-1.35,1.76
MS01,0024,24.8,27.5,-1.35,1.76
MS01,0025,18.9,22.0,-1.35,1.76
MS01,0026,9.4,21.9,-1.35,1.76
MS01,0027,7.0,20.2,-1.35,1.76
MS01,0028,7.2,20.2,-1.35,1.76
MS01,0029,7.2,18.7,-1.35,1.76
MS01,0030,8.8,21.0,-1.35,1.76
MS02,0001,31.0,53.0,-1.37,1.71
MS02,0002,54.4,71.0,-1.37,1.71
MS02,0003,16.4,38.0,-1.37,1.71
MS02,0004,12.5,28.9,-1.37,1.71
MS02,0005,15.5,20.0,-1.37,1.71
MS02,0006,7.5,24.0,-1.37,1.71
MS02,0007,19.0,41.0,-1.37,1.71
MS02,0008,17.8,26.0,-1.37,1.71
MS02,0009,13.2,21.0,-1.37,1.71
MS02,0010,18.8,24.0,-1.37,1.71
MS02,0011,14.1,18.5,-1.37,1.71
MS02,0012,4.0,20.0,-1.37,1.71
MS02,0013,8.4,20.0,-1.37,1.71
MS02,0014,13.4,31.0,-1.37,1.71
MS02,0015,11.1,28.1,-1.37,1.71
MS03,0001,10.5,36.0,-1.40,1.72
MS03,0002,64.8,76.0,-1.40,1.72
MS03,0003,42.5,53.0,-1.40,1.72
MS03,0004,35.8,50.0,-1.40,1.72
MS03,0005,27.6,40.0,-1.40,1.72
MS03,0006,17.6,27.0,-1.40,1.72
MS03,0007,12.6,21.0,-1.40,1.72
MS03,0008,10.5,14.5,-1.40,1.72
MS03,0009,9.5,13.5,-1.40,1.72
MS03,0010,10.5,23.0,-1.40,1.72
MS03,0011,10.5,35.0,-1.40,1.72
MS03,0012,9.3,45.0,-1.40,1.72
MS03,0013,38.3,44.3,-1.40,1.72
MS03,0014,11.0,47.4,-1.40,1.72
MS03,0015,13.0,40.3,-1.40,1.72
MS04,0001,11.5,21.1,-1.36,1.68
MS04,0002,21.0,37.7,-1.36,1.68
MS04,0003,10.5,79.0,-1.36,1.68
MS04,0004,13.0,79.0,-1.36,1.68
MS04,0005,17.0,79.0,-1.36,1.68
MS04,0006,17.0,49.0,-1.36,1.68
MS04,0007,13.1,19.5,-1.36,1.68
MS04,0008,9.5,70.0,-1.36,1.68
MS04,0009,12.0,42.2,-1.36,1.68
MS04,0010,15.0,34.0,-1.36,1.68
MS04,0011,13.3,18.0,-1.36,1.68
MS04,0012,13.5,23.0,-1.36,1.68
MS04,0013,15.0,51.0,-1.36,1.68
MS04,0014,6.5,36.5,-1.36,1.68
MS04,0015,15.0,55.0,-1.36,1.68
MS04,0016,11.4,12.1,-1.03,1.23
MS05,0001,43.0,52.0,-1.31,1.63
MS05,0002,57.7,64.0,-1.31,1.63
MS05,0003,28.9,47.0,-1.31,1.63
MS05,0004,44.0,48.1,-1.31,1.63
MS05,0005,30.6,41.0,-1.31,1.63
MS05,0006,41.6,47.0,-1.31,1.63
MS05,0007,45.0,48.0,-1.31,1.63
MS05,0008,33.0,37.0,-1.31,1.63
MS05,0009,31.0,33.0,-1.31,1.63
MS05,0010,32.0,35.0,-1.31,1.63
MS05,0011,33.0,35.7,-1.31,1.63
MS05,0012,33.0,35.0,-1.31,1.63
MS05,0013,20.0,23.5,-1.31,1.63
MS05,0014,6.3,9.9,-1.31,1.63
MS05,0015,3.7,40.0,-1.31,1.63
MS05B,0007,45.0,48.0,-1.31,1.62
MS05B,0008,33.0,37.0,-1.31,1.62
MS05B,0009,31.0,33.0,-1.31,1.62
MS05B,0010,32.0,35.0,-1.31,1.62
MS05B,0011,33.0,35.7,-1.31,1.62
MS05B,0012,33.0,35.0,-1.31,1.62
MS05B,0013,20.0,23.5,-1.31,1.62
MS05B,0014,6.3,9.9,-1.31,1.62
MS05B,0015,3.7,40.0,-1.31,1.62
MS06,0001,40.0,52.0,-1.08,1.45
MS06,0002,34.0,50.0,-1.08,1.45
MS06,0003,25.0,48.0,-1.08,1.45
MS06,0004,21.0,55.0,-1.08,1.45
MS06,0005,34.0,58.0,-1.08,1.45
MS06,0006,49.0,58.0,-1.08,1.45
MS06,0007,46.1,58.0,-1.08,1.45
MS06,0008,36.0,62.0,-1.08,1.45
MS06,0009,49.9,63.0,-1.08,1.45
MS06,0010,28.0,64.0,-1.08,1.45
MS06,0011,34.1,69.0,-1.08,1.45
MS06,0012,39.0,70.0,-1.08,1.45
MS06,0013,33.4,67.0,-1.08,1.45
MS06,0014,30.4,66.0,-1.08,1.45
MS06,0015,22.0,50.0,-1.08,1.45
MS06,0016,19.8,23.1,-0.98,1.33
MS06,0017,16.7,19.4,-0.98,1.33
MS06,0018,34.5,38.9,-0.98,1.33
MS06,0019,23.5,34.0,-0.98,1.33
MS06,0020,26.5,29.9,-0.98,1.33
MS06,0021,27.6,30.9,-0.98,1.33
MS06,0022,29.1,34.0,-0.98,1.33
MS06,0023,16.5,19.1,-0.98,1.33
MS06,0024,16.5,18.4,-0.98,1.33
MS06,0025,24.6,27.4,-0.98,1.33
MS06A,0001,40.0,52.0,-1.12,1.48
MS06A,0002,34.0,50.0,-1.12,1.48
MS06A,0003,25.0,48.0,-1.12,1.48
MS06A,0004,21.0,55.0,-1.12,1.48
MS06A,0005,34.0,58.0,-1.12,1.48
MS06A,0006,49.0,58.0,-1.12,1.48
MS06A,0007,46.1,58.0,-1.12,1.48
MS06A,0008,36.0,62.0,-1.12,1.48
MS06A,0009,49.9,63.0,-1.12,1.48
MS06A,0010,28.0,64.0,-1.12,1.48
MS06A,0011,34.1,69.0,-1.12,1.48
MS06A,0012,39.0,70.0,-1.12,1.48
MS06A,0013,33.4,67.0,-1.12,1.48
MS06B,0014,30.4,66.0,-1.07,1.44
MS06B,0015,22.0,50.0,-1.07,1.44
MS06B,0016,19.8,23.1,-0.97,1.32
MS06B,0017,16.7,19.4,-0.97,1.32
MS06B,0018,34.5,38.9,-0.97,1.32
MS06B,0019,23.5,34.0,-0.97,1.32
MS06B,0020,26.5,29.9,-0.97,1.32
MS06B,0021,27.6,30.9,-0.97,1.32
MS06B,0022,29.1,34.0,-0.97,1.32
MS06B,0023,16.5,19.1,-0.97,1.32
MS06B,0024,16.5,18.4,-0.97,1.32
MS06B,0025,24.6,27.4,-0.97,1.32
MS07,0001,22.2,34.4,-0.92,1.14
MS07,0002,23.3,27.7,-0.92,1.14
MS07,0003,30.6,35.6,-0.92,1.14
MS07,0004,33.1,38.7,-0.92,1.14
MS07,0005,44.0,50.0,-0.92,1.14
MS07,0006,50.8,57.4,-0.92,1.14
MS07,0007,40.1,44.0,-0.92,1.14
MS07,0008,47.2,59.0,-0.92,1.14
MS07,0009,51.9,59.7,-0.92,1.14
MS07,0010,30.2,42.0,-0.92,1.14
MS07,0011,32.4,35.5,-0.92,1.14
MS07,0012,35.9,41.1,-0.92,1.14
MS07,0013,40.4,44.8,-0.92,1.14
MS07,0014,31.0,39.2,-0.92,1.14
MS07,0015,25.0,30.3,-0.92,1.14
MS08,0001,23.3,26.9,-0.93,1.23
MS08,0002,23.3,26.7,-0.93,1.23
MS08,0003,23.0,26.5,-0.93,1.23
MS08,0004,22.4,25.6,-0.93,1.23
MS08,0005,22.0,25.1,-0.93,1.23
MS08,0006,22.0,25.5,-0.93,1.23
MS08,0007,24.8,28.7,-0.93,1.23
MS08,0008,17.7,29.5,-0.93,1.23
MS08,0009,26.9,30.3,-0.93,1.23
MS08,0010,24.9,29.6,-0.93,1.23
MS08,0011,21.7,25.2,-0.93,1.23
MS08,0012,24.0,27.6,-0.93,1.23
MS08,0013,27.9,32.3,-0.93,1.23
MS08,0014,29.3,32.4,-0.93,1.23
MS08,0015,19.6,23.0,-0.93,1.23
MS09,0001,9.5,12.7,-2.15,2.52
MS09,0002,9.7,13.0,-2.15,2.52
MS09,0003,13.6,17.0,-2.15,2.52
MS09,0004,9.7,22.4,-2.15,2.52
MS09,0005,9.3,24.0,-2.15,2.52
MS09,0006,10.4,27.0,-2.15,2.52
MS09,0007,7.5,16.0,-2.15,2.52
MS09,0008,6.5,11.5,-2.15,2.52
MS09,0009,10.9,16.0,-2.15,2.52
MS09,0010,9.2,12.0,-2.15,2.52
MS09,0011,7.6,15.5,-2.15,2.52
MS09,0012,8.2,24.0,-2.15,2.52
MS09,0013,12.7,15.8,-2.15,2.52
MS09,0014,9.0,12.0,-2.15,2.52
MS09,0015,8.6,11.5,-2.15,2.52
MS09,0016,10.6,13.5,-2.15,2.52
MS09,0017,6.5,19.0,-2.15,2.52
MS09,0018,8.9,19.2,-2.15,2.52
MS09,0019,12.0,14.9,-2.15,2.52
MS09,0020,10.0,19.9,-2.15,2.52
MS09,0021,10.9,13.7,-2.15,2.52
MS09,0022,10.0,25.0,-2.15,2.52
MS09,0023,9.0,12.4,-2.15,2.52
MS09,0024,10.0,13.0,-2.15,2.52
MS09,0025,10.0,14.0,-2.15,2.52
MS09,0026,10.0,12.3,-1.72,1.99
MS09,0027,11.5,14.0,-1.72,1.99
MS09,0028,11.2,13.5,-1.72,1.99
MS09,0029,13.0,15.1,-1.72,1.99
MS09,0030,17.0,19.9,-1.72,1.99
MS10,0001,6.2,48.2,-1.88,2.30
MS10,0002,2.1,35.0,-1.88,2.30
MS10,0003,7.6,28.0,-1.88,2.30
MS10,0004,8.6,28.0,-1.88,2.30
MS10,0005,6.0,21.7,-1.88,2.30
MS10,0006,10.5,53.9,-1.88,2.30
MS10,0007,5.8,30.1,-1.88,2.30
MS10,0008,17.5,46.0,-1.88,2.30
MS10,0009,20.0,27.0,-1.88,2.30
MS10,0010,20.0,24.0,-1.88,2.30
MS10,0011,20.0,24.2,-1.88,2.30
MS10,0012,16.0,40.0,-1.88,2.30
MS10,0013,24.9,29.0,-1.88,2.30
MS10,0014,24.0,27.7,-1.88,2.30
MS10,0015,23.8,28.0,-1.88,2.30
MS10,0016,7.0,29.1,-1.88,2.30
MS10,0017,11.5,28.7,-1.88,2.30
MS10,0018,18.5,31.4,-1.88,2.30
MS10,0019,17.0,31.4,-1.88,2.30
MS10,0020,26.1,30.1,-1.88,2.30
MS10,0021,18.0,42.0,-1.88,2.30
MS10,0022,8.0,46.0,-1.88,2.30
MS10,0023,9.0,46.0,-1.88,2.30
MS10,0024,7.7,12.5,-1.88,2.30
MS10,0025,8.0,25.2,-1.88,2.30
MS10,0026,14.0,18.5,-1.88,2.30
MS10,0027,18.9,26.0,-1.88,2.30
MS10,0028,21.0,26.0,-1.88,2.30
MS10,0029,13.3,19.5,-1.88,2.30
MS10,0030,13.5,30.1,-1.88,2.30
MS10,0031,20.0,32.0,-1.88,2.30
MS10,0032,15.3,19.5,-1.88,2.30
MS10,0033,20.5,30.0,-1.88,2.30
MS10,0034,24.3,29.8,-1.88,2.30
MS10,0035,6.2,33.0,-1.88,2.30
MS11,0001,5.0,22.9,-0.80,0.91
MS11,0002,5.0,12.9,-0.80,0.91
MS11,0003,5.0,17.3,-0.80,0.91
MS11,0004,5.0,20.0,-0.80,0.91
MS11,0005,5.0,20.0,-0.80,0.91
MS11,0006,5.0,19.0,-0.80,0.91
MS11,0007,5.0,20.0,-0.80,0.91
MS11,0008,5.0,25.8,-0.80,0.91
MS11,0009,5.0,22.4,-0.80,0.91
MS11,0010,5.0,24.0,-0.80,0.91
MS11,0011,23.5,29.9,-0.80,0.91
MS11,0012,23.2,35.7,-0.80,0.91
MS11,0013,22.1,24.7,-0.80,0.91
MS11,0014,22.6,24.4,-0.80,0.91
MS11,0015,22.8,24.4,-0.80,0.91
MS11,0016,22.9,25.3,-0.80,0.91
MS11,0017,22.3,23.4,-0.80,0.91
MS11,0018,22.3,23.6,-0.80,0.91
MS11,0019,22.1,23.9,-0.80,0.91
MS11,0020,22.6,24.7,-0.80,0.91
N-01.1.1,0001,0.7,6.0,-2.34,2.63
N-01.1.1,0002,0.5,3.0,-2.34,2.63
N-01.1.1,0003,3.3,7.1,-2.34,2.63
N-01.1.1,0004,0.6,3.6,-2.34,2.63
N-01.1.1,0005,2.5,18.9,-2.34,2.63
N-01.1.1,0006,6.0,36.0,-2.34,2.63
N-01.1.1,0007,6.0,14.9,-2.34,2.63
N-01.1.1,0008,1.2,3.7,-2.34,2.63
N-01.1.1,0009,1.0,5.0,-2.34,2.63
N-01.1.1,0010,2.3,17.7,-2.34,2.63
N-01.1.1,0011,16.2,18.7,-1.33,1.73
N-01.1.1,0012,2.2,3.6,-1.33,1.73
N-01.1.1,0013,6.3,7.2,-1.33,1.73
N-01.1.1,0014,9.5,12.0,-1.33,1.73
N-01.1.1,0015,13.7,14.9,-1.33,1.73
N-01.1.1,0016,13.4,14.7,-1.33,1.73
N-01.1.1,0017,9.2,12.4,-1.33,1.73
N-01.1.1,0018,9.0,12.3,-1.33,1.73
N-01.1.1,0019,18.1,20.8,-1.33,1.73
N-01.1.1,0020,79.0,79.0,-1.33,1.73
N-01.1.1,0021,79.0,79.0,-1.33,1.73
N-01.1.1,0022,79.0,79.0,-1.33,1.73
N-01.1.1,0023,12.0,28.9,-2.21,2.67
N-01.1.1,0024,79.0,79.0,-1.33,1.73
N-01.1.1,0025,46.8,51.5,-1.33,1.73
N-01.1.1,0026,79.0,79.0,-1.33,1.73
N-01.1.1,0027,79.0,79.0,-1.33,1.73
N-01.1.1,0028,79.0,79.0,-1.33,1.73
N-01.1.1,0029,5.3,6.1,-1.33,1.73
N-01.1.1,0030,46.3,46.6,-1.33,1.73
N-01.1.1,0031,79.0,79.0,-1.33,1.73
N-01.1.1,0032,79.0,79.0,-1.33,1.73
N-01.1.2,0001,1.3,6.3,-2.38,2.77
N-01.1.2,0002,0.1,4.8,-2.38,2.77
N-01.1.2,0003,0.2,4.1,-2.38,2.77
N-01.1.2,0004,1.3,6.6,-2.38,2.77
N-01.1.2,0019,0.4,4.4,-2.38,2.77
N-01.1.2,0020,0.7,8.6,-2.38,2.77
N-01.1.2,0021,0.8,7.6,-2.38,2.77
N-01.1.2,0022_R,4.5,87.0,-2.38,2.77
N-01.1.2,0024,3.1,7.3,-2.38,2.77
N-01.1.2,0025,0.7,3.9,-2.38,2.77
N-01.1.2,0026,1.9,5.9,-2.38,2.77
N-01.1.2,0027,1.0,1.0,-1.49,1.90
N-01.1.3,0005,1.7,3.5,-2.29,2.66
N-01.1.3,0006,2.0,4.0,-2.29,2.66
N-01.1.3,0007,1.6,4.1,-2.29,2.66
N-01.1.3,0008,2.4,4.5,-2.16,2.54
N-01.1.3,0009,1.8,3.6,-2.16,2.54
N-01.1.3,0010,2.0,4.0,-2.29,2.66
N-01.1.3,0011,1.7,3.8,-2.29,2.66
N-01.1.3,0012,1.7,3.9,-2.29,2.66
N-01.1.3,0013,2.2,4.0,-2.29,2.66
N-01.1.3,0014,2.7,5.2,-2.16,2.54
N-01.1.3,0015,1.6,3.6,-2.29,2.66
N-01.1.3,0016,2.0,4.4,-2.16,2.54
N-01.1.3,0017,1.5,4.7,-2.29,2.66
N-01.1.3,0018,2.3,6.0,-2.16,2.54
N-01.1.3,0020,0.9,3.7,-2.36,2.72
N-01.1.3,0021,2.0,8.1,-2.36,2.72
N-01.1.4,0001,1.0,3.7,-2.40,2.79
N-01.1.4,0002,0.6,3.3,-2.40,2.79
N-01.1.4,0003,0.7,3.2,-2.40,2.79
N-01.1.4,0004,0.5,3.0,-2.40,2.79
N-01.1.4,0005,0.8,3.8,-2.40,2.79
N-01.1.4,0006,0.2,2.6,-2.40,2.79
N-01.1.4,0007_R,0.3,3.6,-2.40,2.79
N-01.1.4,0008,0.8,2.2,-2.31,2.76
N-01.1.4,0009,0.3,1.5,-2.30,2.76
N-01.2.1,0010,1.1,4.3,-2.40,2.79
N-01.2.1,0011,0.8,3.2,-2.40,2.79
N-01.2.1,0012,1.3,3.6,-2.40,2.79
N-01.2.1,0013,1.2,3.5,-2.40,2.79
N-01.2.1,0014,0.6,3.2,-2.40,2.79
N-01.2.1,0015,0.8,3.0,-2.40,2.79
N-01.2.1,0016_R,0.2,3.3,-2.31,2.79
N-01.2.1,0017,0.9,4.8,-2.40,2.79
N-01.2.1,0018,0.9,3.1,-2.40,2.79
N-01.2.1,0019,1.9,6.6,-2.40,2.79
N-01.2.1,0020,0.6,3.5,-2.40,2.79
N-01.2.1,0021_R,0.4,1.8,-2.21,2.65
N-01.2.2,0001,0.4,2.8,-2.31,2.77
N-01.2.2,0002,0.7,30.0,-2.31,2.77
N-01.2.2,0003,0.7,3.4,-2.31,2.77
N-01.2.2,0004,1.4,57.0,-2.31,2.77
N-01.2.2,0005,0.9,3.4,-2.31,2.77
N-01.2.2,0006,1.5,66.0,-2.31,2.77
N-01.2.2,0007,1.2,4.9,-2.31,2.77
N-01.2.2,0008,1.6,5.0,-2.31,2.77
N-01.2.2,0009,0.7,3.6,-2.31,2.77
N-01.2.2,0010,2.1,5.0,-2.31,2.77
N-01.2.2,0015,1.6,3.1,-2.21,2.29
N-01.2.2,0015,1.6,3.1,-2.21,2.29
N-01.3,0011,0.9,11.3,-2.28,2.74
N-01.3,0012,1.4,8.0,-2.28,2.74
N-01.3,0013,0.4,8.2,-2.28,2.74
N-01.3,0014,0.2,3.5,-2.28,2.74
N-01.3,0015,0.4,2.2,-2.27,2.72
N-01.3,0016,0.2,1.8,-2.27,2.72
N-01.3,0017,0.7,2.6,-2.27,2.72
N-01.3,0018,1.6,6.0,-2.27,2.72
N-01.3,0019,0.3,2.8,-2.27,2.72
N-01.3,0020_ZN08,0.5,1.9,-2.25,2.72
N-01.3,0020_ZN08B,14.9,31.9,-2.22,2.67
N-01.3,0020_ZN08B,14.9,31.9,-2.22,2.67
N-01.3,0021_ZN08,1.2,2.5,-2.25,2.72
N-01.3,0021_ZN08B,50.1,69.0,-2.22,2.67
N-01.3,0021_ZN08B,50.1,69.0,-2.22,2.67
N-01.3,0022_ZN08,0.9,2.4,-2.25,2.72
N-01.3,0022_ZN08B,55.7,79.0,-2.22,2.67
N-01.3,0022_ZN08B,55.7,79.0,-2.22,2.67
N-01.3,0023,18.5,32.3,-2.22,2.67
N-01.3,0024,67.9,79.0,-2.22,2.67
N-01.3,0025,79.0,79.0,-2.22,2.67
N-01.3,0026,14.5,32.4,-2.22,2.67
N-01.3,0027,23.5,78.8,-2.22,2.67
N-01.3,0028,79.0,79.0,-2.22,2.67
N-01.3,0029,25.6,37.9,-2.22,2.67
N-01.3,0030,51.2,79.0,-2.22,2.67
N-01.3,0031,17.3,79.0,-2.22,2.67
N-01.3,0032,4.2,11.4,-2.22,2.67
N-01.3,0033,13.3,17.2,-2.22,2.67
N-01.3,0034,15.8,37.5,-2.22,2.67
N-01.3,0035,1.9,7.0,-2.22,2.67
N-01.3,0036,4.4,8.4,-2.22,2.67
N-01.3,0037_R,6.8,13.2,-2.22,2.67
N-01.3,0038,5.5,28.6,-1.89,2.24
N-02.1,0001,0.7,3.0,-2.31,2.68
N-02.1,0002,1.3,3.5,-2.31,2.68
N-02.1,0003,1.6,8.0,-2.31,2.68
N-02.1,0004,1.5,4.0,-2.31,2.68
N-02.1,0005,0.5,4.5,-2.31,2.68
N-02.1,0006,0.5,2.8,-2.31,2.68
N-02.1,0007,0.8,3.1,-2.31,2.68
N-02.1,0008,1.0,2.8,-2.31,2.68
N-02.1,0009,0.9,4.4,-2.31,2.68
N-02.1,0010,0.7,2.7,-2.31,2.68
N-02.1,0011,0.6,4.7,-2.31,2.68
N-02.1,0012,0.8,2.9,-2.31,2.68
