SS,Site,Depth,Depth,Tide,Tide
SS,Site,Min,Max,Min,Max
A-17.2,0023,4.6,5.2,-0.48,0.32
A-17.2,0023,4.6,5.2,-0.48,0.32
A-17.2,0024,6.2,6.5,-0.48,0.32
A-17.2,0024,6.2,6.5,-0.48,0.32
A-17.2,0059,3.8,4.1,-0.42,0.32
A-17.2,0060,4.8,5.0,-0.42,0.32
A-17.3,0028,1.0,7.0,-0.53,0.36
A-17.3,0029,0.5,0.5,-0.53,0.37
A-17.3,0030,6.0,7.0,-0.53,0.36
A-17.3,0033,1.2,1.2,-0.53,0.37
A-17.3,0034,4.7,4.7,-0.51,0.36
A-17.3,0035,3.6,7.0,-0.53,0.37
A-17.3,0036,1.7,1.7,-0.52,0.37
A-17.3EU,0001_E,0.0,0.0,-0.31,0.23
A-17.4,0020,0.6,3.0,-0.55,0.36
A-17.4,0021,0.3,6.0,-0.55,0.36
A-17.4,0022_R,0.9,2.2,-0.55,0.36
A-17.4,0023,0.3,1.5,-0.55,0.36
A-17.4,0024,0.4,2.7,-0.55,0.36
A-17.4,0025,0.4,1.3,-0.55,0.36
A-17.4,0026,0.5,2.3,-0.55,0.36
A-17.4,0026,0.5,2.3,-0.55,0.36
A-17.4,0027,0.5,2.0,-0.55,0.36
A-17.4,0027,0.5,2.0,-0.55,0.36
A-17.4,0038,0.7,2.0,-0.55,0.36
A-17.4,0039,0.6,2.1,-0.49,0.35
A-18.1,0001,0.2,1.5,-0.34,0.33
A-18.1,0003,0.5,1.1,-0.34,0.33
A-18.1,0004_V,0.3,0.5,-0.34,0.33
A-18.1,0005_V,0.4,0.5,-0.34,0.33
A-18.1,0006_V,0.3,0.5,-0.34,0.33
A-18.1,0007,0.3,0.5,-0.34,0.33
A-18.1,0014,0.1,0.5,-0.34,0.33
A-18.1,0015_V,0.4,0.6,-0.34,0.32
A-18.1,0016,0.1,0.6,-0.34,0.32
A-18.1,0018,0.1,0.1,-0.34,0.32
A-18.1,0019,1.4,2.0,-0.34,0.32
A-18.1,0027_P,0.4,0.6,-0.34,0.30
A-18.1,0028_P,0.4,0.6,-0.34,0.30
A-18.1,0029,0.4,0.6,-0.34,0.30
A-18.2,0010,0.4,1.8,-0.34,0.33
A-18.2,0011,0.3,0.9,-0.34,0.33
A-18.2,0012,0.4,0.9,-0.34,0.33
A-18.2,0013,0.8,4.3,-0.34,0.33
A-18.2,0017,0.1,0.1,-0.34,0.32
A-18.2,0020,2.5,3.1,-0.34,0.32
A-18.2,0021,2.7,3.1,-0.34,0.32
A-18.2,0022,2.9,3.4,-0.34,0.32
A-18.2,0023,2.8,3.2,-0.34,0.32
A-18.2,0024,2.3,5.2,-0.34,0.32
A-18.2,0025,0.9,1.3,-0.34,0.32
A-18.2,0026,1.8,4.2,-0.34,0.32
A-20,0034,8.0,12.4,-0.48,0.36
A-20,0035,11.4,12.6,-0.48,0.36
A-20,0036,11.9,13.4,-0.48,0.36
A-20,0037,12.6,13.8,-0.48,0.36
A-20,0038,12.0,13.8,-0.48,0.36
A-20,0039,11.9,13.1,-0.48,0.36
A-20,0051,9.2,11.8,-0.48,0.36
A-20,0052,10.2,11.3,-0.48,0.36
A-20,0053,11.5,12.5,-0.48,0.36
A-20,0054,10.0,12.5,-0.48,0.36
A-20.1,0055,4.4,5.2,-0.50,0.34
A-20.1,0056,5.2,5.9,-0.50,0.34
A-20.1,0057,6.7,7.5,-0.50,0.34
A-20.1,0058,7.5,8.3,-0.50,0.34
A-20.1E,0001_V,27.7,30.3,-0.55,0.35
A-20.1E,0002_V,25.4,31.3,-0.55,0.35
A-20.1E,0003_V,23.0,25.0,-0.55,0.35
A-20.1E,0004_V,24.9,27.3,-0.55,0.35
A-20.1E,0005_V,26.5,30.0,-0.55,0.35
A-20.1E,0006_V,28.7,36.3,-0.55,0.35
A-20.3E,0017,29.0,30.0,-0.47,0.28
A-20.4E,0019,30.6,36.8,-0.55,0.35
A-20.4E,0020,30.9,37.6,-0.55,0.35
A-20.4E,0021,30.4,34.0,-0.55,0.35
A-20.4E,0022,30.0,34.3,-0.55,0.35
A-20.4E,0023,30.3,33.2,-0.55,0.35
A-20.4E,0024,29.1,33.5,-0.55,0.35
A-20.6E,0027,18.9,21.7,-0.55,0.34
A-20.6E,0028,18.9,21.8,-0.55,0.34
A-20.7E,0025,11.8,21.2,-0.55,0.34
A-20.7E,0026,18.8,21.8,-0.55,0.34
A-20.8E,0029,19.2,22.5,-0.55,0.35
A-20.8E,0030,19.4,22.1,-0.55,0.34
A-20.8E,0031,19.3,22.6,-0.55,0.35
A-20.8E,0032,19.3,21.6,-0.55,0.35
A-20.8E,0033,20.0,23.5,-0.55,0.35
A-20.8E,0034,20.0,24.3,-0.55,0.34
A-20.8E,0035,19.5,23.5,-0.55,0.34
A-20.8E,0036,19.2,23.3,-0.55,0.35
A-20.8E,0037,19.2,23.6,-0.55,0.35
A-20.8E,0038,19.9,25.5,-0.55,0.34
A-20.8E,0039,20.3,23.1,-0.55,0.34
A-20.8E,0040,20.7,26.1,-0.55,0.35
A-20.8E,0041,20.9,24.3,-0.55,0.35
A-20.8E,0042,20.6,25.3,-0.55,0.35
A-20.8E,0043,19.9,24.5,-0.55,0.34
A-20.8E,0044,19.3,22.3,-0.55,0.35
B-02.2,0001,0.6,2.7,-2.23,2.62
B-02.2,0002,0.3,1.5,-2.23,2.62
B-02.2,0003,0.3,1.8,-2.23,2.62
B-02.3,0004,1.5,3.3,-2.23,2.62
B-02.3,0005,0.4,1.9,-2.23,2.62
B-02.3,0006,2.2,4.0,-2.23,2.62
B-02.3,0007,0.6,1.6,-2.23,2.62
B-02.3,0008,1.8,3.4,-2.23,2.62
B-02.3,0009,0.5,1.6,-2.23,2.62
B-02.3,0010,1.3,3.0,-2.23,2.62
B-02.3,0011,0.5,1.9,-2.23,2.62
B-02.3,0014,1.0,3.1,-2.23,2.62
B-02.3,0015,0.5,1.5,-2.23,2.62
B-02.3,0016,0.8,2.8,-2.23,2.62
B-02.3,0017,0.3,1.5,-2.23,2.62
B-02.3,0020,0.5,2.6,-2.23,2.62
B-02.3,0021,0.5,1.8,-2.23,2.62
B-02.3,0022,0.9,5.0,-2.23,2.62
B-02.3,0023,0.6,1.6,-2.23,2.62
B-02.4,0012,0.7,4.9,-2.34,2.73
B-02.4,0013,0.8,3.6,-2.34,2.73
B-02.4,0018,0.4,2.6,-2.34,2.73
B-02.4,0019,0.7,3.0,-2.34,2.73
B-02.4,0024,0.5,2.3,-2.34,2.73
B-02.4,0025,0.5,4.0,-2.31,2.61
B-02.4,0028,0.5,4.3,-2.34,2.73
B-02.4,0029,1.0,4.6,-2.34,2.73
B-02.4,0033,0.6,4.1,-2.34,2.73
B-02.4,0038,1.2,4.4,-2.34,2.73
B-02.4,0039,2.2,5.1,-2.34,2.73
B-02.4,0047,0.8,4.5,-2.34,2.73
B-02.4,0048,2.7,5.0,-2.34,2.73
B-02.4,0054,1.9,9.7,-2.34,2.73
B-02.5,0026,0.9,3.4,-2.21,2.61
B-02.5,0027,0.4,1.6,-2.21,2.61
B-02.5,0030,1.5,4.5,-2.21,2.61
B-02.5,0031,0.5,1.4,-2.21,2.61
B-02.5,0034,1.9,5.0,-2.21,2.61
B-02.5,0035,1.3,3.8,-2.21,2.61
B-02.5,0036,0.5,2.2,-2.21,2.61
B-02.5,0037,0.5,1.8,-2.21,2.61
B-02.5,0040,1.3,2.8,-2.21,2.61
B-02.5,0041,1.0,2.9,-2.21,2.61
B-02.5,0042,0.8,3.0,-2.21,2.61
B-02.5,0043,0.5,1.8,-2.21,2.61
B-02.6,0032,0.5,1.0,-2.20,2.60
B-02.6,0044,0.6,3.0,-2.20,2.60
B-02.6,0045,0.6,1.1,-2.20,2.60
B-02.6,0046,0.5,2.6,-2.20,2.60
B-02.6,0049,2.4,4.5,-2.20,2.60
B-02.6,0050,2.3,4.0,-2.20,2.60
B-02.6,0051,2.0,4.2,-2.20,2.60
B-02.6,0052,1.5,3.5,-2.20,2.60
B-02.7,0001,0.3,1.0,-2.25,2.54
B-02.7,0002,0.9,2.6,-2.25,2.54
B-02.7,0003,0.4,2.2,-2.25,2.54
B-02.7,0053,0.9,2.9,-2.20,2.60
B-02.7,0055,3.2,5.0,-2.20,2.60
B-02.7,0056,3.2,5.0,-2.20,2.60
B-02.7,0057,2.3,4.7,-2.20,2.60
B-02.7,0058,1.8,3.5,-2.20,2.60
B-02.7,0059,0.4,1.5,-2.20,2.60
B-02.7,0060,3.4,5.0,-2.20,2.60
B-02.7,0061,3.0,5.0,-2.20,2.60
B-02.8,0004,1.2,2.9,-2.24,2.53
B-02.8,0005,0.5,1.2,-2.24,2.53
B-02.8,0006,2.0,3.2,-2.24,2.53
B-02.8,0007,0.4,1.2,-2.24,2.53
B-02.8,0008,0.5,2.0,-2.24,2.53
B-02.9,0001_ZB03,1.3,2.6,-2.02,2.37
B-02.9,0002_ZB03,4.0,5.0,-2.02,2.37
B-02.9,0003_ZB03,1.0,2.8,-2.02,2.37
B-02.9,0004,3.0,4.0,-2.02,2.37
B-02.9,0005,2.5,3.4,-2.02,2.37
B-02.9,0006,0.7,1.1,-2.02,2.37
B-02.9,0007,3.0,3.8,-2.02,2.37
B-02.9,0008,1.8,2.5,-2.02,2.37
B-02.9,0009_ZB02,2.9,4.1,-2.23,2.53
B-02.9,0009_ZB03,0.7,1.5,-2.02,2.37
B-02.9,0010_ZB02,0.6,2.9,-2.23,2.53
B-02.9,0010_ZB03,0.8,1.4,-2.02,2.37
B-02.9,0010_ZB03,0.8,1.4,-2.02,2.37
B-02.9,0011_ZB02,0.8,3.7,-2.23,2.53
B-02.9,0011_ZB03,0.5,2.3,-2.02,2.37
B-02.9,0012,0.5,3.0,-2.02,2.37
B-02.9,0013,2.5,3.6,-2.02,2.37
B-02.9,0014,2.0,3.3,-2.02,2.37
B-02.9,0015,0.7,2.0,-2.02,2.37
B-02.9,0016,2.6,3.9,-2.02,2.37
B-02.9,0017,0.7,2.3,-2.02,2.37
B-02.9,0018,3.2,4.3,-2.02,2.37
B-02.9,0019,2.8,3.3,-2.02,2.37
B-02.9,0020,0.6,1.6,-2.02,2.37
B-02.9,0021,3.1,5.0,-2.02,2.37
B-02.9,0022,0.5,2.0,-2.02,2.37
B-02.9,0023,3.5,5.0,-2.02,2.37
B-02.9,0024,1.4,3.1,-2.02,2.37
B-02.9,0025,3.0,5.0,-2.02,2.37
B-03.1,0001_ZB04,1.3,2.9,-2.17,2.61
B-03.1,0002_ZB04,0.3,0.9,-2.17,2.61
B-03.1,0003_ZB04,2.4,5.0,-2.17,2.61
B-03.1,0004,1.5,3.0,-2.17,2.61
B-03.1,0005,0.3,1.0,-2.17,2.61
B-03.1,0006,0.7,3.0,-2.17,2.61
B-03.1,0007,0.4,1.2,-2.17,2.61
B-03.1,0008,1.2,2.2,-2.17,2.61
B-03.1,0009,0.3,1.1,-2.17,2.61
B-03.1,0010,0.7,2.2,-2.17,2.61
B-03.1,0011,1.3,2.4,-2.17,2.61
B-03.2,0001_ZB05,2.2,4.1,-2.17,2.61
B-03.2,0002_ZB05,0.3,2.3,-2.17,2.61
B-03.2,0003,2.1,3.2,-2.17,2.61
B-03.2,0004,0.3,1.3,-2.17,2.61
B-03.2,0005,1.8,3.1,-2.17,2.61
B-03.2,0006,1.3,2.7,-2.17,2.61
B-03.2,0007,0.3,1.0,-2.17,2.61
B-03.2,0008,1.7,3.3,-2.17,2.61
B-03.2,0009,0.4,1.5,-2.17,2.61
B-03.2,0010,0.3,1.3,-2.17,2.61
B-03.2,0011,0.3,1.4,-2.17,2.61
B-03.2,0012,0.3,1.5,-2.17,2.61
B-03.2,0013,0.4,1.7,-2.17,2.61
B-03.5,0001,1.0,7.9,-2.07,2.41
B-03.5,0002,0.4,3.7,-2.07,2.41
B-03.5,0003,3.5,10.6,-2.07,2.41
B-03.5,0004,0.4,4.1,-2.07,2.41
B-03.5,0005,0.5,7.4,-2.07,2.41
B-03.5,0006,0.3,3.5,-2.07,2.41
B-03.5,0007,0.3,3.0,-2.07,2.41
B-03.5,0008,0.8,9.5,-2.07,2.41
B-03.5,0009,4.9,7.8,-1.95,2.38
B-03.5,0010,1.1,7.0,-2.07,2.41
B-03.5,0011,1.4,5.6,-2.07,2.41
B-03.5,0012,4.1,6.4,-2.07,2.41
B-03.5,0013,1.3,5.7,-1.95,2.38
B-03.5,0014,0.9,3.5,-1.95,2.38
B-03.5,0015,1.4,4.3,-2.07,2.41
B-03.5,0016,0.5,3.3,-1.95,2.38
B-03.5,0017,0.5,4.4,-2.07,2.41
B-03.5,0018,0.6,4.4,-2.07,2.41
B-03.5,0019,0.4,4.2,-2.07,2.41
B-03.5,0020,1.6,8.4,-1.95,2.38
B-03.5,0021,1.4,5.6,-1.95,2.38
B-03.5,0022,0.6,10.3,-1.95,2.38
B-03.5,0023,4.6,7.0,-1.95,2.38
B-03.6,0001,0.5,5.0,-1.87,2.35
B-03.6,0002,0.5,1.4,-1.87,2.35
B-03.6,0003,1.2,3.0,-1.87,2.35
B-03.6,0004,0.8,2.4,-1.84,2.08
B-03.6,0005,0.5,2.1,-1.87,2.35
B-03.6,0006,1.1,2.5,-1.84,2.08
B-03.6,0007,0.7,2.0,-1.87,2.35
B-03.6,0008,0.1,1.5,-1.87,2.35
B-03.6,0009,2.0,3.2,-1.87,2.35
B-03.6,0010,0.8,1.9,-1.84,2.08
B-03.6,0011,0.5,1.5,-1.87,2.35
B-03.6,0012,1.5,3.0,-1.87,2.35
B-03.6,0013,0.4,2.0,-1.87,2.35
B-03.6,0014,0.3,1.5,-1.87,2.35
B-03.7,0001,0.4,3.0,-1.99,2.33
B-03.7,0002,1.0,3.0,-1.99,2.33
B-03.7,0003,0.4,2.6,-1.99,2.33
B-03.7,0004,0.6,2.3,-1.99,2.33
B-03.7,0005,1.0,2.5,-1.99,2.33
B-03.7,0006,0.4,2.6,-1.99,2.33
B-03.7,0007,1.2,3.3,-1.99,2.33
B-03.7,0008,1.1,3.4,-1.99,2.33
B-03.7,0009,0.6,2.8,-1.99,2.33
B-03.7,0010,1.2,3.0,-1.99,2.33
B-03.7,0011,0.5,1.7,-1.99,2.33
B-03.7,0012,2.0,5.0,-1.99,2.33
B-03.7,0013,1.1,3.5,-1.99,2.33
B-03.7,0014,0.4,1.8,-1.99,2.33
B-03.7,0015,1.2,4.0,-1.99,2.33
B-03.7,0016,0.4,1.5,-1.99,2.33
B-03.7,0017,1.4,4.5,-1.99,2.33
B-03.7,0018,1.2,2.6,-1.99,2.33
B-03.7,0019,0.4,1.5,-1.99,2.33
B-03.7,0020,0.6,5.1,-1.99,2.33
B-03.7,0021,0.3,1.9,-1.99,2.33
B-03.7,0022,0.6,2.0,-1.99,2.33
B-03.7,0023,0.5,4.0,-1.99,2.33
B-03.7,0024,1.2,2.5,-1.99,2.33
B-03.7,0025,0.4,1.9,-1.99,2.33
B-03.7,0026,0.4,1.7,-1.99,2.33
B-03.7,0027,0.3,1.7,-1.99,2.33
B-04.1,0001_ZB09,1.1,2.5,-1.90,2.29
B-04.1,0002_ZB09,0.3,1.6,-1.90,2.29
B-04.1,0003_ZB09,1.9,2.1,-1.90,2.29
B-04.1,0004,1.8,1.9,-1.90,2.29
B-04.1,0005,1.9,2.2,-1.90,2.29
B-04.1,0006,1.6,1.8,-1.90,2.29
B-04.1,0007,3.3,4.0,-1.90,2.29
B-04.1,0008,1.4,2.8,-1.90,2.29
B-04.1,0009,1.5,3.1,-1.90,2.29
B-04.1,0010,2.1,2.4,-1.90,2.29
B-04.1,0011,2.5,3.2,-1.90,2.29
B-04.1,0012,1.4,2.4,-1.90,2.29
B-04.1,0013,1.2,2.3,-1.90,2.29
B-04.1,0014,5.2,5.7,-1.90,2.29
B-04.1,0015,4.0,7.8,-1.90,2.29
B-04.1,0016,2.4,3.8,-1.90,2.29
B-04.1,0017,3.0,4.0,-1.90,2.29
B-04.1,0018,1.8,4.1,-1.90,2.29
B-04.1,0019,2.4,3.5,-1.90,2.29
B-04.1,0020,1.8,4.4,-1.90,2.29
B-04.1,0021,3.0,3.4,-1.90,2.29
B-04.1,0022,1.7,3.5,-1.90,2.29
B-04.1,0023,4.2,4.3,-1.90,2.29
B-04.1,0024,3.8,5.4,-1.90,2.29
B-04.1,0025,2.1,3.8,-1.90,2.29
B-04.1,0026,3.5,4.1,-1.90,2.29
B-04.1,0027,2.5,2.8,-1.90,2.29
B-04.1,0028,2.4,2.8,-1.90,2.29
B-04.1,0029,3.3,4.3,-1.90,2.29
B-04.1,0030,2.1,21.0,-1.90,2.29
B-04.1,0031,3.6,3.8,-1.90,2.29
B-04.1,0032,3.7,3.8,-1.90,2.29
B-04.1,0033,2.9,5.1,-1.90,2.29
B-04.1,0034,0.8,4.0,-1.90,2.29
B-04.1,0035,2.9,4.2,-1.90,2.29
B-04.1,0036,1.0,2.6,-1.90,2.29
B-04.1,0037,1.9,3.0,-1.90,2.29
B-04.1,0038,2.3,3.1,-1.90,2.29
B-04.1,0039,0.9,3.1,-1.90,2.29
B-04.1,0040,1.3,3.7,-1.90,2.29
B-04.1,0041,4.8,5.0,-1.76,2.23
B-04.1,0042,1.1,1.5,-1.76,2.23
B-04.1,0043,4.1,5.6,-1.43,1.76
B-04.1,0045,1.0,1.3,-1.76,2.23
B-04.1,0101,1.3,2.5,-1.94,2.27
B-04.1,0102,0.5,2.0,-1.94,2.27
B-04.1,0103,0.5,1.9,-1.94,2.27
B-04.1,0104,0.7,2.0,-1.94,2.27
B-04.1,0105,1.7,5.0,-1.94,2.27
B-04.1,0106,0.8,1.9,-1.94,2.27
B-04.1,0107,3.5,5.0,-1.94,2.27
B-04.1,0108,0.8,2.0,-1.94,2.27
B-04.1,0109,0.4,0.5,-1.76,2.23
B-04.1,0110,0.4,0.6,-1.76,2.23
B-04.1,0111,0.3,0.5,-1.76,2.23
B-04.1,0112,0.3,0.6,-1.76,2.23
B-04.1,0113,2.1,2.5,-1.76,2.23
B-04.1,0114,0.7,1.1,-1.76,2.23
B-04.1,0115,1.4,1.7,-1.76,2.23
B-04.1,0116,0.9,1.1,-1.76,2.23
B-04.1,0117,2.0,2.5,-1.76,2.23
B-04.1,0118,1.5,1.6,-1.76,2.23
B-04.1,0119,0.5,0.8,-1.76,2.23
B-04.1,0120,3.4,5.0,-1.76,2.23
B-04.1,0121,2.4,3.3,-1.76,2.23
B-04.1,0122,1.8,2.2,-1.76,2.23
B-04.1,0123,0.7,1.1,-1.76,2.23
B-04.1,0124,2.3,2.5,-1.76,2.23
B-04.1,0125,0.9,1.2,-1.76,2.23
B-04.1,0126,5.0,5.0,-1.76,2.23
B-04.1,0127,1.3,1.6,-1.76,2.23
B-04.1,0128,5.0,5.0,-1.76,2.23
B-04.1,0129,5.0,5.0,-1.76,2.23
B-04.1,0130,1.1,1.4,-1.76,2.23
B-04.2,0001_ZB11,3.3,5.0,-1.81,2.24
B-04.2,0002_ZB11,0.4,1.7,-1.81,2.24
B-04.2,0003_ZB11,2.3,3.9,-1.81,2.24
B-04.2,0004,0.3,1.3,-1.81,2.24
B-04.2,0005,0.8,3.5,-1.81,2.24
B-04.2,0006,0.3,1.1,-1.81,2.24
B-04.2,0007,0.5,5.0,-1.81,2.24
B-04.2,0008,0.3,2.1,-1.81,2.24
B-04.2,0009,0.4,3.5,-1.81,2.24
B-04.2,0010,0.3,1.6,-1.81,2.24
B-04.2,0011,0.4,1.2,-1.81,2.24
B-04.2,0012,5.0,5.0,-1.81,2.24
B-04.2,0013,0.9,1.7,-1.81,2.24
B-05.3,0001,0.3,3.0,-1.78,2.21
B-05.3,0002,0.3,1.4,-1.78,2.21
B-05.3,0003,1.8,3.2,-1.78,2.21
B-05.3,0004,2.5,4.1,-1.78,2.21
B-05.3,0005,0.3,2.5,-1.78,2.21
B-05.3,0006,2.5,4.1,-1.78,2.21
B-05.3,0007,0.3,1.7,-1.78,2.21
B-05.3,0008,0.6,4.7,-1.78,2.21
B-05.3,0009,0.3,2.6,-1.78,2.21
B-05.3,0010,2.5,3.9,-1.78,2.21
B-05.3,0011,0.3,1.6,-1.78,2.21
B-05.4,0012,0.3,3.1,-1.77,2.19
B-05.4,0013,0.3,1.6,-1.77,2.19
B-05.4,0014,2.4,4.0,-1.77,2.19
B-05.4,0015,0.3,1.9,-1.77,2.19
B-05.4,0016,1.8,3.1,-1.77,2.19
B-05.4,0017,0.2,1.6,-1.77,2.19
B-05.4,0018,1.7,4.0,-1.77,2.19
B-05.4,0019,0.2,1.7,-1.77,2.19
B-05.4,0020,2.5,5.0,-1.77,2.19
B-05.4,0021,0.3,1.5,-1.77,2.19
B-05.4,0022,3.5,5.0,-1.77,2.19
B-05.4,0023,0.3,1.8,-1.77,2.19
B-05.4,0024,0.3,1.9,-1.77,2.19
B-05.4,0025,0.3,1.5,-1.77,2.19
B-06.2,0001_ZB13,0.7,1.1,-1.44,1.78
B-06.2,0002_ZB13,1.7,2.4,-1.44,1.78
B-06.2,0003_ZB13,1.0,1.7,-1.44,1.78
B-06.2,0004_ZB13,0.7,1.3,-1.44,1.78
B-06.2,0005_ZB13,3.1,3.5,-1.44,1.78
B-06.2,0006_ZB13,3.0,3.5,-1.44,1.78
B-06.2,0007,0.9,1.1,-1.44,1.78
B-06.2,0008,1.2,4.0,-1.44,1.78
B-06.2,0009,3.0,4.7,-1.44,1.78
B-06.2,0010,4.1,5.0,-1.44,1.78
B-06.2,0011,1.8,3.2,-1.44,1.78
B-06.2,0012,0.7,1.9,-1.44,1.78
B-06.2,0013,2.5,3.5,-1.44,1.78
B-06.2,0014,0.7,1.8,-1.44,1.78
B-06.2,0015,1.3,3.0,-1.44,1.78
B-06.2,0016,0.9,1.3,-1.44,1.78
B-06.2,0017,1.8,3.5,-1.44,1.78
B-06.2,0018,0.5,1.5,-1.44,1.78
B-06.2,0019,3.0,3.7,-1.44,1.78
B-06.2,0020,1.0,1.8,-1.44,1.78
B-06.2,0021,2.2,3.8,-1.44,1.78
B-06.2,0022,0.5,1.2,-1.44,1.78
B-06.2,0023,0.8,2.0,-1.44,1.78
B-06.2,0024,0.5,0.9,-1.44,1.78
B-06.2,0025,1.0,2.0,-1.44,1.78
B-06.2,0026,1.1,2.5,-1.44,1.78
B-06.2,0027,0.5,1.3,-1.44,1.78
B-06.3,0001,0.5,2.5,-1.65,2.06
B-06.3,0002,0.5,2.0,-1.65,2.06
B-06.3,0003,1.0,3.1,-1.65,2.06
B-06.3,0004,1.0,2.0,-1.65,2.06
B-06.3,0005,1.2,5.0,-1.65,2.06
B-06.3,0006,1.7,4.8,-1.65,2.06
B-06.3,0007,0.6,1.8,-1.65,2.06
B-06.3,0008,0.4,1.9,-1.65,2.06
B-06.3,0009,0.1,2.1,-1.65,2.06
B-06.3,0010,1.9,2.9,-1.65,2.06
B-06.3,0011,0.3,1.8,-1.65,2.06
B-06.3,0012,0.8,2.0,-1.65,2.06
B-06.3,0013,0.3,1.6,-1.65,2.06
B-06.3,0014,1.0,2.5,-1.65,2.06
B-06.3,0015,1.0,1.8,-1.65,2.06
B-06.3,0016,0.3,1.9,-1.65,2.06
B-10.1,0001,0.1,1.5,-1.51,1.93
B-10.1,0002_V,0.2,12.0,-1.51,1.93
B-10.1,0003,0.9,13.0,-1.51,1.93
B-10.1,0004,0.7,4.5,-1.51,1.93
B-10.1,0005_V,0.1,1.4,-1.51,1.93
B-10.1,0006,0.1,1.7,-1.51,1.93
B-10.1,0007,0.2,1.6,-1.51,1.93
B-10.1,0008,0.1,1.5,-1.51,1.93
B-10.1,0009,1.6,4.2,-1.51,1.93
B-10.1,0010,0.1,1.6,-1.51,1.93
B-10.1,0011_V,0.1,1.6,-1.51,1.93
B-10.1,0012,0.2,2.2,-1.51,1.93
B-10.1,0013,0.2,2.0,-1.51,1.93
B-10.1,0014,0.5,6.6,-1.51,1.93
B-10.1,0015,0.2,1.6,-1.51,1.93
B-10.1,0016,2.4,5.0,-1.51,1.93
B-10.1,0017_R,0.1,1.3,-1.51,1.93
B-10.1,0018,0.7,5.0,-1.51,1.93
B-10.3,0001,5.0,5.0,-1.47,1.90
B-10.3,0002,0.6,1.9,-1.47,1.90
B-10.3,0003,5.0,5.0,-1.47,1.90
B-10.3,0004,0.3,2.8,-1.47,1.90
B-10.4,0005,5.0,5.0,-1.46,1.88
B-10.4,0006,0.3,2.5,-1.46,1.88
B-10.4,0007,5.0,5.0,-1.46,1.88
B-10.4,0008,0.7,1.7,-1.46,1.88
B-10.4,0009,0.7,5.0,-1.46,1.88
B-10.4,0010,0.5,1.6,-1.46,1.88
B-10.5,0001_ZB17,2.6,5.0,-1.43,1.85
B-10.5,0001_ZB18,5.0,5.0,-1.43,1.85
B-10.5,0002_ZB17,0.4,1.3,-1.43,1.85
B-10.5,0002_ZB17,0.4,1.3,-1.43,1.85
B-10.5,0002_ZB18,0.9,1.7,-1.43,1.85
B-10.5,0003_ZB17,3.0,5.0,-1.43,1.85
B-10.5,0003_ZB18,5.0,5.0,-1.43,1.85
B-10.5,0004_ZB17,0.5,2.0,-1.43,1.85
B-10.5,0004_ZB18,0.8,2.0,-1.43,1.85
B-10.5,0005_ZB17,3.3,5.0,-1.43,1.85
B-10.5,0005_ZB18,2.9,5.0,-1.43,1.85
B-10.5,0006_ZB17,0.4,1.4,-1.43,1.85
B-10.5,0006_ZB18,0.9,1.5,-1.43,1.85
B-10.5,0007_ZB17,1.9,5.0,-1.43,1.85
B-10.5,0007_ZB18,3.7,5.0,-1.43,1.85
B-10.5,0008_ZB17,0.6,1.7,-1.43,1.85
B-10.5,0008_ZB18,0.6,1.7,-1.43,1.85
B-10.5,0009_ZB17,3.6,5.0,-1.43,1.85
B-10.5,0009_ZB18,5.0,5.0,-1.43,1.85
B-10.5,0010_ZB17,0.5,1.5,-1.43,1.85
B-10.5,0010_ZB18,0.6,1.3,-1.43,1.85
B-10.5,0011_ZB16,3.8,5.0,-1.43,1.85
B-10.5,0011_ZB17,5.0,5.0,-1.43,1.85
B-10.5,0011_ZB18,5.0,5.0,-1.43,1.85
B-10.5,0012_ZB16,0.3,1.8,-1.43,1.85
B-10.5,0012_ZB17,0.4,1.7,-1.43,1.85
B-10.5,0012_ZB18,0.7,1.6,-1.43,1.85
B-10.5,0013_ZB16,5.0,5.0,-1.43,1.85
B-10.5,0013_ZB17,4.5,5.0,-1.43,1.85
B-10.5,0014_ZB16,1.0,2.0,-1.43,1.85
B-10.5,0014_ZB17,0.5,1.8,-1.43,1.85
B-10.5,0015,3.5,5.0,-1.43,1.85
B-10.5,0016,0.2,2.0,-1.43,1.85
B-11.1,0013,5.0,5.0,-1.40,1.82
B-11.1,0014,0.6,1.5,-1.40,1.82
B-11.1,0015,5.0,5.0,-1.40,1.82
B-11.1,0016,0.5,1.9,-1.40,1.82
B-11.1,0017,5.0,5.0,-1.40,1.82
B-11.1,0018,0.7,2.2,-1.40,1.82
B-11.1,0019,5.0,5.0,-1.40,1.82
B-11.1,0020,0.6,2.0,-1.40,1.82
B-11.1,0021,5.0,5.0,-1.40,1.82
B-11.1,0022,0.6,1.7,-1.40,1.82
B-14.1,0001,8.0,10.5,-0.77,1.09
B-14.1,0006,1.6,2.8,-0.77,1.09
B-14.1,0015,8.0,8.3,-0.77,1.09
B-14.2,0020,2.3,4.8,-0.76,1.08
B-14.2,0025,2.0,2.7,-0.76,1.08
B-16.3,0005,2.0,4.0,-0.71,1.07
B-16.3,0006,1.0,2.5,-0.71,1.07
B-16.5,0015_R,1.8,22.7,-0.69,1.03
B-16.5,0016_R,0.4,11.1,-0.69,1.03
B-16.5,0017_R,13.9,16.2,-0.69,1.03
B-16.5,0018,3.3,9.8,-0.69,1.03
B-16.5,0019_R,1.8,13.5,-0.69,1.03
